run,model_size,batch_size,context_length,dtype,kind,op_or_kernel,calls,cpu_time_total_us,cuda_time_total_us
large_ctx1024_bs2_fp32,large,2,1024,fp32,KERNEL,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",869,,7607.1
large_ctx1024_bs2_fp32,large,2,1024,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul>)",400,,7537.6
large_ctx1024_bs2_fp32,large,2,1024,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> >, std::array<char*, 3ul>)",328,,6909.0
large_ctx1024_bs2_fp32,large,2,1024,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::sqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::sqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",327,,6317.5
large_ctx1024_bs2_fp32,large,2,1024,fp32,CPU_OP,aten::mul,3705,,214718.6
large_ctx1024_bs2_fp32,large,2,1024,fp32,CPU_OP,aten::bmm,975,,125064.2
large_ctx1024_bs2_fp32,large,2,1024,fp32,CPU_OP,autograd::engine::evaluate_function: BmmBackward0,325,,106298.8
large_ctx1024_bs2_fp32,large,2,1024,fp32,CPU_OP,BmmBackward0,325,,103999.5
large_ctx1024_bs2_fp32,large,2,1024,fp32,CPU_OP,aten::div,692,,79415.9
large_ctx1024_bs2_fp32,large,2,1024,fp32,CPU_OP,autograd::engine::evaluate_function: MulBackward0,506,,63647.0
large_ctx1024_bs2_fp32,large,2,1024,fp32,CPU_OP,autograd::engine::evaluate_function: PowBackward0,73,,62973.9
large_ctx1024_bs2_fp32,large,2,1024,fp32,CPU_OP,PowBackward0,73,,47302.9
large_ctx1024_bs2_fp32,large,2,1024,fp32,CPU_OP,aten::copy_,615,,43865.8
large_ctx1024_bs2_fp32,large,2,1024,fp32,CPU_OP,aten::add,1270,,42681.7
large_ctx1024_bs2_fp32,large,2,1024,fp32,CPU_OP,aten::einsum,325,,42039.8
large_ctx1024_bs2_fp32,large,2,1024,fp32,CPU_OP,MulBackward0,506,,37542.9
large_ctx1024_bs2_fp32,large,2,1024,fp32,CPU_OP,autograd::engine::evaluate_function: DivBackward0,72,,36919.3
large_ctx1024_bs2_fp32,large,2,1024,fp32,CPU_OP,DivBackward0,72,,35860.7
large_ctx1024_bs2_fp32,large,2,1024,fp32,CPU_OP,autograd::engine::evaluate_function: RsqrtBackward0,73,,33339.0
large_ctx1024_bs2_fp32,large,2,1024,fp32,CPU_OP,RsqrtBackward0,73,,32960.0
large_ctx1024_bs2_fp32,large,2,1024,fp32,CPU_OP,aten::pow,546,,31305.2
large_ctx1024_bs2_fp32,large,2,1024,fp32,CPU_OP,aten::add_,435,,26918.5
large_ctx1024_bs2_fp32,large,2,1024,fp32,CPU_OP,autograd::engine::evaluate_function: MeanBackward1,73,,26896.7
large_ctx1024_bs2_fp32,large,2,1024,fp32,CPU_OP,MeanBackward1,73,,26564.1
large_ctx1024_bs2_fp32,large,2,1024,fp32,CPU_OP,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,327,,24992.5
large_ctx1024_bs2_fp32,large,2,1024,fp32,CPU_OP,torch::autograd::AccumulateGrad,327,,23885.0
large_ctx1024_bs2_fp32,large,2,1024,fp32,CPU_OP,aten::zeros_like,654,,21645.9
large_ctx1024_bs2_fp32,large,2,1024,fp32,CPU_OP,aten::fill_,767,,18773.2
large_ctx1024_bs2_fp32,large,2,1024,fp32,CPU_OP,aten::reshape,2459,,18660.9
large_ctx1024_bs2_fp32,large,2,1024,fp32,STAGE,profile/measure,1,775446.1,763170.2
large_ctx1024_bs2_fp32,large,2,1024,fp32,STAGE,forward,1,116372.3,114714.4
large_ctx1024_bs2_fp32,large,2,1024,fp32,STAGE,backward,1,455851.9,452833.4
large_ctx1024_bs2_fp32,large,2,1024,fp32,STAGE,optimizer,1,181620.4,178232.2
large_ctx1024_bs2_fp32,large,2,1024,fp32,STAGE,attention/scores,36,9255.3,9058.5
large_ctx1024_bs2_fp32,large,2,1024,fp32,STAGE,attention/softmax,36,4599.7,4531.1
large_ctx1024_bs2_fp32,large,2,1024,fp32,STAGE,attention/value,36,4597.8,4556.0
large_ctx256_bs4_fp32,large,4,256,fp32,KERNEL,ampere_sgemm_128x64_tn,253,,58059.1
large_ctx256_bs4_fp32,large,4,256,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",2108,,37245.2
large_ctx256_bs4_fp32,large,4,256,fp32,KERNEL,void cutlass::Kernel2<cutlass_80_simt_sgemm_256x128_8x4_nn_align1>(cutlass_80_simt_sgemm_256x128_8x4_nn_align1::Params),109,,31875.0
large_ctx256_bs4_fp32,large,4,256,fp32,KERNEL,void cutlass::Kernel2<cutlass_80_simt_sgemm_128x256_8x4_nt_align1>(cutlass_80_simt_sgemm_128x256_8x4_nt_align1::Params),109,,31842.9
large_ctx256_bs4_fp32,large,4,256,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>)",1995,,28527.6
large_ctx256_bs4_fp32,large,4,256,fp32,KERNEL,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",541,,16362.5
large_ctx256_bs4_fp32,large,4,256,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul>)",580,,14583.7
large_ctx256_bs4_fp32,large,4,256,fp32,KERNEL,ampere_sgemm_128x64_nn,144,,13309.6
large_ctx256_bs4_fp32,large,4,256,fp32,KERNEL,void cutlass::Kernel2<cutlass_80_simt_sgemm_128x64_8x5_nt_align1>(cutlass_80_simt_sgemm_128x64_8x5_nt_align1::Params),144,,12343.9
large_ctx256_bs4_fp32,large,4,256,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul>)",400,,7384.0
large_ctx256_bs4_fp32,large,4,256,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> >, std::array<char*, 3ul>)",328,,6484.7
large_ctx256_bs4_fp32,large,4,256,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::sqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::sqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",327,,6301.5
large_ctx256_bs4_fp32,large,4,256,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)",767,,4487.7
large_ctx256_bs4_fp32,large,4,256,fp32,KERNEL,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1})",144,,4228.9
large_ctx256_bs4_fp32,large,4,256,fp32,KERNEL,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",869,,4204.1
large_ctx256_bs4_fp32,large,4,256,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)",400,,3551.5
large_ctx256_bs4_fp32,large,4,256,fp32,KERNEL,ampere_sgemm_128x128_nn,72,,3318.0
large_ctx256_bs4_fp32,large,4,256,fp32,KERNEL,ampere_sgemm_128x128_nt,72,,3245.8
large_ctx256_bs4_fp32,large,4,256,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",76,,2299.5
large_ctx256_bs4_fp32,large,4,256,fp32,KERNEL,ampere_sgemm_128x128_tn,72,,1938.6
large_ctx256_bs4_fp32,large,4,256,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::sigmoid_backward_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, std::array<char*, 3ul> >(int, at::native::sigmoid_backward_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, std::array<char*, 3ul>)",36,,1790.8
large_ctx256_bs4_fp32,large,4,256,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",72,,1585.7
large_ctx256_bs4_fp32,large,4,256,fp32,KERNEL,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4>)",184,,1500.9
large_ctx256_bs4_fp32,large,4,256,fp32,KERNEL,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1}>(at::TensorIteratorBase&, at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1}>(at::TensorIteratorBase&, at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1} const&)::{lambda(int)#1})",72,,1125.2
large_ctx256_bs4_fp32,large,4,256,fp32,KERNEL,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",74,,1042.6
large_ctx256_bs4_fp32,large,4,256,fp32,CPU_OP,aten::mul,3705,,46242.5
large_ctx256_bs4_fp32,large,4,256,fp32,CPU_OP,aten::einsum,325,,25728.2
large_ctx256_bs4_fp32,large,4,256,fp32,CPU_OP,aten::bmm,975,,21074.1
large_ctx256_bs4_fp32,large,4,256,fp32,CPU_OP,autograd::engine::evaluate_function: BmmBackward0,325,,18150.7
large_ctx256_bs4_fp32,large,4,256,fp32,CPU_OP,aten::item,1,,16989.8
large_ctx256_bs4_fp32,large,4,256,fp32,CPU_OP,aten::_local_scalar_dense,1,,16977.6
large_ctx256_bs4_fp32,large,4,256,fp32,CPU_OP,autograd::engine::evaluate_function: MulBackward0,506,,16960.5
large_ctx256_bs4_fp32,large,4,256,fp32,CPU_OP,aten::add,1270,,16817.1
large_ctx256_bs4_fp32,large,4,256,fp32,CPU_OP,BmmBackward0,325,,15947.3
large_ctx256_bs4_fp32,large,4,256,fp32,CPU_OP,autograd::engine::evaluate_function: PermuteBackward0,1841,,12863.7
large_ctx256_bs4_fp32,large,4,256,fp32,CPU_OP,aten::reshape,2459,,11516.1
large_ctx256_bs4_fp32,large,4,256,fp32,CPU_OP,aten::zeros_like,654,,11109.0
large_ctx256_bs4_fp32,large,4,256,fp32,CPU_OP,aten::permute,3682,,9985.6
large_ctx256_bs4_fp32,large,4,256,fp32,CPU_OP,autograd::engine::evaluate_function: ViewBackward0,1084,,9346.4
large_ctx256_bs4_fp32,large,4,256,fp32,CPU_OP,MulBackward0,506,,8909.9
large_ctx256_bs4_fp32,large,4,256,fp32,CPU_OP,aten::div,692,,8679.2
large_ctx256_bs4_fp32,large,4,256,fp32,CPU_OP,aten::pow,546,,8641.3
large_ctx256_bs4_fp32,large,4,256,fp32,CPU_OP,autograd::engine::evaluate_function: UnsqueezeBackward0,903,,7581.3
large_ctx256_bs4_fp32,large,4,256,fp32,CPU_OP,aten::zero_,694,,7256.6
large_ctx256_bs4_fp32,large,4,256,fp32,CPU_OP,aten::fill_,767,,6551.1
large_ctx256_bs4_fp32,large,4,256,fp32,CPU_OP,aten::copy_,615,,6243.3
large_ctx256_bs4_fp32,large,4,256,fp32,CPU_OP,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,327,,6032.5
large_ctx256_bs4_fp32,large,4,256,fp32,CPU_OP,PermuteBackward0,1841,,5944.5
large_ctx256_bs4_fp32,large,4,256,fp32,CPU_OP,aten::sub_,654,,5479.5
large_ctx256_bs4_fp32,large,4,256,fp32,CPU_OP,ViewBackward0,1084,,5349.0
large_ctx256_bs4_fp32,large,4,256,fp32,STAGE,profile/measure,1,317163.3,304430.1
large_ctx256_bs4_fp32,large,4,256,fp32,STAGE,forward,1,72118.7,68769.9
large_ctx256_bs4_fp32,large,4,256,fp32,STAGE,backward,1,137553.4,134598.1
large_ctx256_bs4_fp32,large,4,256,fp32,STAGE,optimizer,1,87755.9,84645.5
large_ctx256_bs4_fp32,large,4,256,fp32,STAGE,attention/scores,36,7844.0,7528.3
large_ctx256_bs4_fp32,large,4,256,fp32,STAGE,attention/softmax,36,4598.8,4413.8
large_ctx256_bs4_fp32,large,4,256,fp32,STAGE,attention/value,36,4540.0,4326.1
large_ctx512_bs4_fp32,large,4,512,fp32,KERNEL,ampere_sgemm_128x64_tn,252,,106156.8
large_ctx512_bs4_fp32,large,4,512,fp32,KERNEL,void cutlass::Kernel2<cutlass_80_simt_sgemm_256x128_8x4_nn_align1>(cutlass_80_simt_sgemm_256x128_8x4_nn_align1::Params),109,,64774.8
large_ctx512_bs4_fp32,large,4,512,fp32,KERNEL,void cutlass::Kernel2<cutlass_80_simt_sgemm_128x256_8x4_nt_align1>(cutlass_80_simt_sgemm_128x256_8x4_nt_align1::Params),109,,61062.7
large_ctx512_bs4_fp32,large,4,512,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul>)",580,,49947.4
large_ctx512_bs4_fp32,large,4,512,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>)",1995,,43867.9
large_ctx512_bs4_fp32,large,4,512,fp32,KERNEL,"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",2108,,37602.2
large_ctx512_bs4_fp32,large,4,512,fp32,KERNEL,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1})",144,,24945.4
large_ctx512_bs4_fp32,large,4,512,fp32,KERNEL,ampere_sgemm_128x64_nn,144,,23535.0
large_ctx512_bs4_fp32,large,4,512,fp32,KERNEL,void cutlass::Kernel2<cutlass_80_simt_sgemm_128x64_8x5_nt_align1>(cutlass_80_simt_sgemm_128x64_8x5_nt_align1::Params),144,,21837.8
