model,context,mode,dtype,tool,name,calls,cpu_total_us,cuda_total_us
small,256,train_step,fp32,torch.profiler,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",144,0,264.7400000000089
small,256,train_step,fp32,torch.profiler,aten::unsqueeze,60,261.4779999999837,0
small,256,train_step,fp32,torch.profiler,optimizer/zero_grad,1,256.877,0
small,256,train_step,fp32,torch.profiler,aten::scatter_,12,252.9369999999908,64.96100000001752
small,256,train_step,fp32,torch.profiler,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1}>(at::TensorIteratorBase&, at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1}>(at::TensorIteratorBase&, at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1} const&)::{lambda(int)#1})",72,0,240.83599999999115
small,256,train_step,fp32,torch.profiler,aten::ne,12,238.0909999999949,13.057000000002517
small,256,train_step,fp32,torch.profiler,aten::ones,12,230.35699999999179,10.881000000000313
small,256,train_step,fp32,torch.profiler,Optimizer.zero_grad#AdamW.zero_grad,1,229.39499999999998,0
small,256,train_step,fp32,torch.profiler,aten::narrow,48,221.55099999999175,0
small,256,train_step,fp32,torch.profiler,autograd::engine::evaluate_function: ExpandBackward0,48,219.60600000005797,0
small,256,train_step,fp32,torch.profiler,aten::detach,111,217.17700000008335,0
small,256,train_step,fp32,torch.profiler,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1})",48,0,212.12699999999313
small,256,train_step,fp32,torch.profiler,aten::gt,12,212.02100000000064,13.471000000002277
small,256,train_step,fp32,torch.profiler,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, false, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",85,0,210.8210000000272
small,256,train_step,fp32,torch.profiler,SigmoidBackward0,12,207.37200000002485,40.61100000002625
small,256,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)",147,0,207.04199999999582
small,256,train_step,fp32,torch.profiler,aten::sigmoid,12,201.78799999999865,32.70499999999629
small,256,train_step,fp32,torch.profiler,aten::unflatten,36,200.2610000000086,0
small,256,train_step,fp32,torch.profiler,aten::clamp_min,12,197.84099999999125,13.470999999995911
small,256,train_step,fp32,torch.profiler,aten::exp,12,196.63499999999567,32.190999999995256
small,256,train_step,fp32,torch.profiler,aten::bitwise_not,12,193.45499999999993,12.833999999996195
small,256,train_step,fp32,torch.profiler,aten::select,48,191.51200000002427,0
small,256,train_step,fp32,torch.profiler,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4>)",61,0,191.00899999992998
small,256,train_step,fp32,torch.profiler,ReshapeAliasBackward0,24,190.81600000003527,0
small,256,train_step,fp32,torch.profiler,cudaStreamSynchronize,48,186.56300000001102,0
small,256,train_step,fp32,torch.profiler,autograd::engine::evaluate_function: IndexBackward0,1,185.63799999999173,27.84200000000419
small,256,train_step,fp32,torch.profiler,ExpBackward0,12,181.52499999997963,63.937000000005355
small,256,train_step,fp32,torch.profiler,IndexBackward0,1,179.29799999999523,27.84200000000419
small,256,train_step,fp32,torch.profiler,aten::tril,12,177.05299999999806,23.29500000000462
small,256,train_step,fp32,torch.profiler,aten::sigmoid_backward,12,169.66400000002614,40.61100000002625
small,256,train_step,fp32,torch.profiler,aten::eq,12,164.90299999999752,13.280000000007021
small,256,train_step,fp32,torch.profiler,autograd::engine::evaluate_function: NllLossBackward0,1,155.49199999999837,8.190999999998894
small,256,train_step,fp32,torch.profiler,"void at::native::reduce_kernel<128, 4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4>)",25,0,153.66500000000087
small,256,train_step,fp32,torch.profiler,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_nn_align4>(cutlass_80_tensorop_s1688gemm_64x64_16x6_nn_align4::Params),24,0,145.21700000000874
small,256,train_step,fp32,torch.profiler,aten::_index_put_impl_,1,142.37900000000081,12.961999999999534
small,256,train_step,fp32,torch.profiler,aten::_reshape_alias,48,133.51199999998153,0
small,256,train_step,fp32,torch.profiler,detach,111,127.4519999999975,0
small,256,train_step,fp32,torch.profiler,loss,1,118.67599999999948,15.167999999997846
small,256,train_step,fp32,torch.profiler,aten::arange,4,117.91600000000562,3.901999999991858
small,256,train_step,fp32,torch.profiler,NllLossBackward0,1,112.93699999999808,8.190999999998894
small,256,train_step,fp32,torch.profiler,cudaDeviceGetAttribute,327,106.41899999998395,0
small,256,train_step,fp32,torch.profiler,Memcpy DtoD (Device -> Device),49,0,102.97999999999956
small,256,train_step,fp32,torch.profiler,aten::result_type,741,90.27499999986503,0
small,256,train_step,fp32,torch.profiler,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_256x128_16x3_tn_align4>(cutlass_80_tensorop_s1688gemm_256x128_16x3_tn_align4::Params),1,0,90.11200000000099
small,256,train_step,fp32,torch.profiler,aten::nll_loss_backward,1,85.75600000000122,8.190999999998894
small,256,train_step,fp32,torch.profiler,SumBackward1,12,85.48699999999371,0
small,256,train_step,fp32,torch.profiler,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}>(at::TensorIteratorBase&, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}>(at::TensorIteratorBase&, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1} const&)::{lambda(int)#1})",24,0,84.51399999997193
small,256,train_step,fp32,torch.profiler,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",24,0,81.95300000000225
small,256,train_step,fp32,torch.profiler,aten::to,212,79.55599999995229,0
small,256,train_step,fp32,torch.profiler,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4>)",25,0,77.8899999999935
small,256,train_step,fp32,torch.profiler,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x256_16x3_nt_align4>(cutlass_80_tensorop_s1688gemm_128x256_16x3_nt_align4::Params),1,0,76.96100000000297
small,256,train_step,fp32,torch.profiler,attention/value,12,0,71.48899999999867
small,256,train_step,fp32,torch.profiler,aten::cross_entropy_loss,1,68.54000000000087,15.167999999997846
small,256,train_step,fp32,torch.profiler,"void at::native::vectorized_gather_kernel<16, long>(char*, char*, long*, int, long, long, long, long, bool)",49,0,68.06199999999217
small,256,train_step,fp32,torch.profiler,"void at::native::_scatter_gather_elementwise_kernel<128, 8, at::native::_cuda_scatter_gather_internal_kernel<true, at::native::OpaqueType<4>, long>::operator()<at::native::TensorAssign>(at::TensorIterator&, long, long, long, at::native::TensorAssign const&)::{lambda(int)#1}>(int, at::native::_cuda_scatter_gather_internal_kernel<true, at::native::OpaqueType<4>, long>::operator()<at::native::TensorAssign>(at::TensorIterator&, long, long, long, at::native::TensorAssign const&)::{lambda(int)#1})",12,0,64.96100000001752
small,256,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",24,0,64.67599999997674
